time,step-size,{bodyFMU}.body.robot_theta,{bodyFMU}.body.robot_x,{bodyFMU}.body.robot_y,{bodyFMU}.body.robot_z,{bodyFMU}.body.total_energy_used,{controllerFMU}.controller.servoLeftVal,{controllerFMU}.controller.servoRightVal,{sensorFMU}.sensor1.lf_1_sensor_reading,{sensorFMU}.sensor2.lf_1_sensor_reading
0.0,0.0,0.0,0.138,-0.08,0.0,0.0,0.0,0.0,1.0000000000000002,0.0
0.01,0.01,0.0,0.138,-0.08,0.0,0.08000000000038199,1.0,-1.0,143.00000000000003,144.00000000000003
0.02,0.01,0.0,0.138,-0.07958485542899962,0.0,0.22494140453,1.0,-1.0,206.00000000000006,206.00000000000006
0.03,0.01,0.0,0.138,-0.07885765969604609,0.0,0.4386471278698991,1.0,-1.0,233.00000000000006,233.00000000000006
0.04,0.01,0.0,0.138,-0.07793060559755151,0.0,0.7266905784331357,1.0,-1.0,246.00000000000006,245.00000000000006
0.05,0.01,0.0,0.138,-0.0768438353826977,0.0,1.0861076459646029,1.0,-1.0,251.00000000000006,251.00000000000006
0.060000000000000005,0.01,0.0,0.138,-0.07562942420493998,0.0,1.5102065804935592,1.0,-1.0,252.00000000000006,253.00000000000006
0.07,0.01,0.0,0.138,-0.07431300569170293,0.0,1.9908783202477025,1.0,-1.0,254.00000000000006,254.00000000000006
0.08,0.01,0.0,0.138,-0.0729150655708655,0.0,2.519878800240349,1.0,-1.0,254.00000000000006,254.00000000000006
0.09,0.01,0.0,0.138,-0.0714519755029725,0.0,3.0894932589508244,1.0,-1.0,254.00000000000006,254.00000000000006
0.09999999999999999,0.01,0.0,0.138,-0.06993681929303106,0.0,3.692836903204352,1.0,-1.0,254.00000000000006,255.00000000000006
0.10999999999999999,0.01,0.0,0.138,-0.06838005317747453,0.0,4.3239481475284265,1.0,-1.0,255.00000000000006,254.00000000000006
0.11999999999999998,0.01,0.0,0.138,-0.06679003350831912,0.0,4.977769214579894,1.0,-1.0,255.00000000000006,254.00000000000006
0.12999999999999998,0.01,0.0,0.138,-0.06517343846460784,0.0,5.650070650586713,1.0,-1.0,254.00000000000006,255.00000000000006
0.13999999999999999,0.01,0.0,0.138,-0.0635356050732209,0.0,6.337352691490196,1.0,-1.0,254.00000000000006,254.00000000000006
0.15,0.01,0.0,0.138,-0.061880798547135754,0.0,7.036741970453932,1.0,-1.0,255.00000000000006,255.00000000000006
0.16,0.01,0.0,0.138,-0.06021242753355454,0.0,7.745893342720592,1.0,-1.0,254.00000000000006,255.00000000000006
0.17,0.01,0.0,0.138,-0.05853321613460537,0.0,8.462901446280284,1.0,-1.0,254.00000000000006,254.00000000000006
0.18000000000000002,0.01,0.0,0.138,-0.05684534138180962,0.0,9.186223649247495,1.0,-1.0,255.00000000000006,255.00000000000006
0.19000000000000003,0.01,0.0,0.138,-0.05515054310209822,0.0,9.91461440033936,1.0,-1.0,254.00000000000006,255.00000000000006
0.20000000000000004,0.01,0.0,0.138,-0.05345021171987241,0.0,10.647070163371154,1.0,-1.0,254.00000000000006,254.00000000000006
0.21000000000000005,0.01,0.0,0.138,-0.05174545842612552,0.0,11.382783749700593,1.0,-1.0,254.00000000000006,254.00000000000006
0.22000000000000006,0.01,0.0,0.138,-0.05003717125577874,0.0,12.12110676130078,1.0,-1.0,255.00000000000006,254.00000000000006
0.23000000000000007,0.01,0.0,0.138,-0.04832605990322849,0.0,12.861518898840586,1.0,-1.0,254.00000000000006,254.00000000000006
0.24000000000000007,0.01,0.0,0.138,-0.04661269153776539,0.0,13.603603000869498,1.0,-1.0,254.00000000000006,254.00000000000006
0.25000000000000006,0.01,0.0,0.138,-0.044897519426324944,0.0,14.34702481946988,1.0,-1.0,254.00000000000006,254.00000000000006
0.26000000000000006,0.01,0.0,0.138,-0.04318090580804497,0.0,15.091516681005032,1.0,-1.0,254.00000000000006,254.00000000000006
0.2700000000000001,0.01,0.0,0.138,-0.041463140175016504,0.0,15.83686431550177,1.0,-1.0,254.00000000000006,254.00000000000006
0.2800000000000001,0.01,0.0,0.138,-0.03974445388178419,0.0,16.58289625905718,1.0,-1.0,254.00000000000006,254.00000000000006
0.2900000000000001,0.01,0.0,0.138,-0.03802503182087872,0.0,17.329475338523025,1.0,-1.0,254.00000000000006,254.00000000000006
0.3000000000000001,0.01,0.0,0.138,-0.036305021753598475,0.0,18.07649183694639,1.0,-1.0,254.00000000000006,254.00000000000006
0.3100000000000001,0.01,0.0,0.138,-0.03458454176692736,0.0,18.823858012794062,1.0,-1.0,254.00000000000006,255.00000000000006
0.3200000000000001,0.01,0.0,0.138,-0.03286368623290952,0.0,19.571503707891225,1.0,-1.0,254.00000000000006,254.00000000000006
0.3300000000000001,0.01,0.0,0.138,-0.03114253057122645,0.0,20.319372829749682,1.0,-1.0,254.00000000000006,254.00000000000006
0.34000000000000014,0.01,0.0,0.138,-0.02942113505532465,0.0,21.0674205354444,1.0,-1.0,254.00000000000006,254.00000000000006
0.35000000000000014,0.01,0.0,0.138,-0.027699547854173855,0.0,21.815610977927008,1.0,-1.0,254.00000000000006,255.00000000000006
0.36000000000000015,0.01,0.0,0.138,-0.025977807463160994,0.0,22.563915502944837,1.0,-1.0,254.00000000000006,255.00000000000006
0.37000000000000016,0.01,0.0,0.138,-0.024255944646797395,0.0,23.312311206784216,1.0,-1.0,254.00000000000006,254.00000000000006
0.38000000000000017,0.01,0.0,0.138,-0.022533983991279836,0.0,24.060779782855207,1.0,-1.0,254.00000000000006,255.00000000000006
0.3900000000000002,0.01,0.0,0.138,-0.02081194514525686,0.0,24.80930659938531,1.0,-1.0,255.00000000000006,254.00000000000006
0.4000000000000002,0.01,0.0,0.138,-0.01908984381141697,0.0,25.55787996200479,1.0,-1.0,254.00000000000006,254.00000000000006
0.4100000000000002,0.01,0.0,0.138,-0.017367692538940174,0.0,26.306490524218134,1.0,-1.0,254.00000000000006,255.00000000000006
