time,step-size,{bodyFMU}.body.robot_theta,{bodyFMU}.body.robot_x,{bodyFMU}.body.robot_y,{bodyFMU}.body.robot_z,{bodyFMU}.body.total_energy_used,{controllerFMU}.controller.servoLeftVal,{controllerFMU}.controller.servoRightVal,{sensor1FMU}.sensor1.lf_1_sensor_reading,{sensor1FMU}.sensor2.lf_1_sensor_reading
0.0,0.0,0.0,0.138,-0.08,0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002
0.1,0.1,0.0,0.138,-0.08,0.0,0.7999999999997272,0.4,-0.4,254.00000000000006,254.00000000000006
0.2,0.1,0.0,0.138,-0.0753520212709898,0.0,2.151031703604076,0.4,-0.4,254.00000000000006,255.00000000000006
0.30000000000000004,0.1,0.0,0.138,-0.0686981833704502,0.0,3.9524453999524667,0.4,-0.4,254.00000000000006,255.00000000000006
0.4,0.1,0.0,0.138,-0.06183381670677092,0.0,5.815017282047393,0.4,-0.4,254.00000000000006,254.00000000000006
0.5,0.1,0.0,0.138,-0.05494707701557604,0.0,7.684238483874651,0.4,-0.4,254.00000000000006,254.00000000000006
0.6,0.1,0.0,0.138,-0.04805795972830948,0.0,9.554168007217868,0.4,-0.4,254.00000000000006,254.00000000000006
0.7,0.1,0.0,0.138,-0.04116858977237412,0.0,11.424172823476056,0.4,-0.4,254.00000000000006,255.00000000000006
0.7999999999999999,0.1,0.0,0.138,-0.03427919296517624,0.0,13.29418564137768,0.4,-0.4,254.00000000000006,254.00000000000006
0.8999999999999999,0.1,0.0,0.138,-0.027389793304477335,0.0,15.164199309620926,0.4,-0.4,254.00000000000006,254.00000000000006
0.9999999999999999,0.1,0.0,0.138,-0.020500393340535085,0.0,17.03421306823111,0.4,-0.4,254.00000000000006,254.00000000000006
1.0999999999999999,0.1,0.0,0.138,-0.013542099344377015,0.0,18.922926974135407,0.4,-0.4,254.00000000000006,254.00000000000006
1.2,0.1,0.0,0.138,-0.00665269934477522,0.0,20.792940743371673,0.4,-0.4,255.00000000000006,254.00000000000006
1.3,0.1,0.0,0.138,2.367006551824563E-4,0.0,22.662954512713895,0.4,-0.4,254.00000000000006,255.00000000000006
1.4000000000000001,0.1,0.0,0.138,0.007126100655177978,0.0,24.532968282067486,0.4,-0.4,254.00000000000006,254.00000000000006
1.5000000000000002,0.1,0.0,0.138,0.014015500655177635,0.0,26.402982051421986,0.4,-0.4,254.00000000000006,254.00000000000006
1.6000000000000003,0.1,0.0,0.138,0.020904900655177625,0.0,28.272995820778306,0.4,-0.4,254.00000000000006,254.00000000000006
1.7000000000000004,0.1,0.0,0.138,0.027794300655177615,0.0,30.143009590132806,0.4,-0.4,254.00000000000006,254.00000000000006
1.8000000000000005,0.1,0.0,0.138,0.034683700655177604,0.0,32.013023359488216,0.4,-0.4,254.00000000000006,254.00000000000006
1.9000000000000006,0.1,0.0,0.138,0.041573100655177594,0.0,33.88303712884317,0.4,-0.4,254.00000000000006,254.00000000000006
2.0000000000000004,0.1,0.0,0.138,0.04846250065517689,0.0,35.75305089819767,0.4,-0.4,254.00000000000006,254.00000000000006
2.1000000000000005,0.1,0.0,0.138,0.05535190065517549,0.0,37.62306466755308,0.4,-0.4,254.00000000000006,255.00000000000006
2.2000000000000006,0.1,0.0,0.138,0.062241300655174095,0.0,39.49307843690849,0.4,-0.4,254.00000000000006,254.00000000000006
2.3000000000000007,0.1,0.0,0.138,0.0691307006551727,0.0,41.36309220626299,0.4,-0.4,254.00000000000006,254.00000000000006
2.400000000000001,0.1,0.0,0.138,0.0760201006551713,0.0,43.233105975618855,0.4,-0.4,254.00000000000006,255.00000000000006
2.500000000000001,0.1,0.0,0.138,0.0829095006551699,0.0,45.103119744973355,0.4,-0.4,254.00000000000006,254.00000000000006
2.600000000000001,0.1,0.0,0.138,0.0897989006551685,0.0,46.97313351432831,0.4,-0.4,254.00000000000006,255.00000000000006
2.700000000000001,0.1,0.0,0.138,0.0966883006551671,0.0,48.84314728368463,0.4,-0.4,254.00000000000006,254.00000000000006
2.800000000000001,0.1,0.0,0.138,0.10357770065516571,0.0,50.713161053039585,0.4,-0.4,254.00000000000006,254.00000000000006
2.9000000000000012,0.1,0.0,0.138,0.11046710065516431,0.0,52.583174822394085,0.4,-0.4,255.00000000000006,254.00000000000006
3.0000000000000013,0.1,0.0,0.138,0.11735650065516291,0.0,54.45318859174995,0.4,-0.4,254.00000000000006,255.00000000000006
