time,step-size,{bodyFMU}.body.robot_theta,{bodyFMU}.body.robot_x,{bodyFMU}.body.robot_y,{bodyFMU}.body.robot_z,{bodyFMU}.body.total_energy_used,{bodyFMU}.body.wheel_left_rotation,{bodyFMU}.body.wheel_right_rotation,{controllerFMU}.controller.servoLeftVal,{controllerFMU}.controller.servoRightVal,{sensorFMU}.sensor1.lf_1_sensor_position_x,{sensorFMU}.sensor1.lf_1_sensor_position_y,{sensorFMU}.sensor1.lf_1_sensor_reading,{sensorFMU}.sensor2.lf_1_sensor_position_x,{sensorFMU}.sensor2.lf_1_sensor_position_y,{sensorFMU}.sensor2.lf_1_sensor_reading
0.0,0.0,0.0,0.138,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.299,1.0000000000000002,-0.019,0.099,0.0
0.01,0.01,0.0,0.138,-0.08,0.0,0.08000000000038199,0.0,0.0,0.4,-0.4,0.157,0.21899999999999997,254.00000000000006,0.11900000000000001,0.019000000000000003,143.00000000000003
0.02,0.01,0.0,0.138,-0.07989384341742663,0.0,0.1663679864595906,0.003192679175139124,-0.003192679175139124,0.1,-0.5,0.157,0.21899999999999997,254.00000000000006,0.11900000000000001,0.019000000000000003,206.00000000000006
0.03,0.01,0.001601577498084387,0.13796332362240668,-0.07973318064493412,0.0,0.25709924981993026,0.005472674200886792,-0.010578455097035514,0.1,-0.5,0.157,0.21910615658257337,254.00000000000006,0.11900000000000001,0.019106156582573378,234.00000000000006
0.04,0.01,0.0043279318593242395,0.13789639410119997,-0.07953770199201232,0.0,0.3533101144198554,0.0070119106671131075,-0.020809227271274593,0.1,-0.5,0.1564844277872267,0.21929686583955527,254.00000000000006,0.11880479188585479,0.01923626242563961,245.00000000000006
0.05,0.01,0.0076462011800894625,0.13781384046187412,-0.07931055241629191,0.0,0.45499172076824834,0.0085689533855527,-0.03294481278674015,0.1,-0.5,0.15560216857090353,0.21954172817734585,254.00000000000006,0.11846810812888926,0.019379140376606152,252.00000000000006
0.060000000000000005,0.01,0.011387874921775978,0.13771961396703417,-0.07905731622274847,0.0,0.5617284755153378,0.010247538906590239,-0.0465517416647332,0.1,-0.5,0.15452709317695987,0.21982598360644412,254.00000000000006,0.1180574293300497,0.019541277203550353,253.00000000000006
0.07,0.01,0.01543238575294124,0.1376165143099482,-0.0787826130097183,0.0,0.6729914531838403,0.012103244411698615,-0.06130122606017293,0.1,-0.5,0.15331348097810338,0.2201396612212776,254.00000000000006,0.11759347069896904,0.019719899556768797,254.00000000000006
0.08,0.01,0.019693508019233866,0.1375065253300418,-0.07849026206798793,0.0,0.7882251514297423,0.014160334870133138,-0.07694264614949524,0.1,-0.5,0.15200015166166134,0.22047498668748977,254.00000000000006,0.11709103122416362,0.019912394686188856,254.00000000000006
0.09,0.01,0.02410957275974187,0.13739105614832028,-0.07818342097908489,0.0,0.9068938963710025,0.016423345139499106,-0.09328393799762355,0.1,-0.5,0.15061486273641952,0.2208259110507404,254.00000000000006,0.11656067836405018,0.020116388290277773,254.00000000000006
0.09999999999999999,0.01,0.028636472204973465,0.13727111039030887,-0.07786470096778798,0.0,1.0285048193186412,0.01888490187946919,-0.11017711402164024,0.1,-0.5,0.14917747043577692,0.22118772064656417,254.00000000000006,0.11600996148456584,0.020329769970044223,254.00000000000006
0.10999999999999999,0.01,0.033242657757067265,0.1371474051411419,-0.07753626232963945,0.0,1.1526173838965406,0.021530937863900205,-0.12750753101424997,0.1,-0.5,0.14770218548332198,0.2215567289139156,255.00000000000006,0.11544427701933074,0.02055069084160105,255.00000000000006
0.11999999999999998,0.01,0.037905563119509926,0.13702045469796958,-0.07719989314926466,0.0,1.2788453303692222,0.024344107509354087,-0.1451859027174158,0.1,-0.5,0.14619918378929755,0.22193003845110748,254.00000000000006,0.11486748536627128,0.020777547355599224,254.00000000000006
0.12999999999999998,0.01,0.04260904637909718,0.1368906296160692,-0.07685707416454864,0.0,1.4068545064619684,0.027305970264902685,-0.16314232864638548,0.1,-0.5,0.14467575698171065,0.2223053594706928,254.00000000000006,0.11428235080617205,0.02100895895382135,255.00000000000006
0.13999999999999999,0.01,0.04734156067672998,0.1367581983844404,-0.07650903220860109,0.0,1.536358636031764,0.030398337555067247,-0.18132180918614632,0.1,-0.5,0.1431371344740369,0.22268087197426595,255.00000000000006,0.11369085524991493,0.021243743718685815,254.00000000000006
0.15,0.01,0.05209484588178554,0.1366233568711945,-0.07615678425773388,0.0,1.667114228508126,0.033604058458072184,-0.1996808603669223,0.1,-0.5,0.14158707097069662,0.22305512117017964,254.00000000000006,0.11309442202664746,0.021480894255747077,254.00000000000006
0.16,0.01,0.05686299285009963,0.1364862491483046,-0.07580117375889354,0.0,1.798915320152446,0.03690743451617901,-0.2181849455570982,0.1,-0.5,0.14002826641014743,0.22342693791526996,254.00000000000006,0.1124940755254884,0.021719554975707822,254.00000000000006
0.17,0.01,0.06164177413938949,0.13634698223465827,-0.0754429006102532,0.0,1.9315884283205378,0.04029439457058055,-0.23680651663901026,0.1,-0.5,0.13846266617771988,0.2237953779163983,201.00000000000006,0.11189055509259668,0.02195900133259253,254.00000000000006
0.18000000000000002,0.01,0.06642816529266357,0.1362056365456232,-0.07508254592043793,0.0,2.0649879128077373,0.04375251888006451,-0.25552351199351836,0.1,-0.5,0.13689167575041086,0.22415967499445333,72.00000000000001,0.11128439630383916,0.022198621225799256,255.00000000000006
0.19000000000000003,0.01,0.07122000241903233,0.13606227330982207,-0.07472059246830821,0.0,2.198991826630845,0.04727097276368547,-0.2743181985206006,0.5,-0.1,0.13531631418010778,0.22451920491845517,1.0000000000000002,0.11067598896857077,0.02243789857501903,254.00000000000006
0.20000000000000004,0.01,0.0728132515307859,0.13599029535178023,-0.07435199433229941,0.0,2.3293214156460635,0.055944088593121666,-0.28807054460104065,0.5,-0.1,0.13373732385579787,0.22487345722232938,1.0000000000000002,0.11006561853612865,0.022676398966629874,255.00000000000006
